sent_id,left_context,pivot,right_context
n01005024,"« Nous sommes confrontés à une forte concurrence, et nous pensons que les transports pourront ",aider," » a déclaré Joe Sternlieb, le président du centre des affaires de Georgetown. "
n01005024,"« Nous sommes confrontés à une forte concurrence, et nous pensons que les transports ",pourront," aider » a déclaré Joe Sternlieb, le président du centre des affaires de Georgetown. "
n01005024,"« Nous sommes confrontés à une forte concurrence, et nous ",pensons," que les transports pourront aider » a déclaré Joe Sternlieb, le président du centre des affaires de Georgetown. "
n01005024,« Nous sommes ,confrontés," à une forte concurrence, et nous pensons que les transports pourront aider » a déclaré Joe Sternlieb, le président du centre des affaires de Georgetown. "
n01005031,L'étude de faisabilité estime qu'il faudrait environ quatre minutes aux passagers pour ,traverser, le Potomac en gondole. 
n01005031,L'étude de faisabilité estime qu'il ,faudrait, environ quatre minutes aux passagers pour traverser le Potomac en gondole. 
n01005031,L'étude de faisabilité ,estime, qu'il faudrait environ quatre minutes aux passagers pour traverser le Potomac en gondole. 
n01006011,Un témoin a dit à la police que la victime avait ,attaqué, le suspect en avril. 
n01006011,Un témoin a ,dit, à la police que la victime avait attaqué le suspect en avril. 
n01007012,On peut ,établir, des parallèles entre les jeux et nos vies de tous les jours. 
n01007012,On ,peut, établir des parallèles entre les jeux et nos vies de tous les jours. 
n01008017,"Cette proportion a progressé régulièrement au cours des années, d'après le bureau du recensement, seulement 11% des votes avaient été exprimés avant le jour de l'élection en 1996, et il est probable qu'elle ",progresse, de nouveau cette année. 
n01008017,"Cette proportion a progressé régulièrement au cours des années, d'après le bureau du recensement, seulement 11% des votes avaient été ",exprimés," avant le jour de l'élection en 1996, et il est probable qu'elle progresse de nouveau cette année. "
n01008017,Cette proportion a ,progressé," régulièrement au cours des années, d'après le bureau du recensement, seulement 11% des votes avaient été exprimés avant le jour de l'élection en 1996, et il est probable qu'elle progresse de nouveau cette année. "
n01009054,"« Nous avons demandé à d'autres pays de nous aider à remplir le zoo de différentes espèces d'animaux, y compris d'un porc » a ",indiqué, Saqib. 
n01009054,"« Nous avons demandé à d'autres pays de nous aider à remplir le zoo de différentes espèces d'animaux, y ",compris, d'un porc » a indiqué Saqib. 
n01009054,« Nous avons demandé à d'autres pays de nous aider à ,remplir," le zoo de différentes espèces d'animaux, y compris d'un porc » a indiqué Saqib. "
n01009054,« Nous avons demandé à d'autres pays de nous ,aider," à remplir le zoo de différentes espèces d'animaux, y compris d'un porc » a indiqué Saqib. "
n01009054,« Nous avons ,demandé," à d'autres pays de nous aider à remplir le zoo de différentes espèces d'animaux, y compris d'un porc » a indiqué Saqib. "
n01010042,"M. Panvalkar a dit qu'à un moment donné, il a senti qu'ils devraient ",quitter, l'immeuble. 
n01010042,"M. Panvalkar a dit qu'à un moment donné, il a senti qu'ils ",devraient, quitter l'immeuble. 
n01010042,"M. Panvalkar a dit qu'à un moment donné, il a ",senti, qu'ils devraient quitter l'immeuble. 
n01010042,M. Panvalkar a dit qu'à un moment ,donné,", il a senti qu'ils devraient quitter l'immeuble. "
n01010042,M. Panvalkar a ,dit," qu'à un moment donné, il a senti qu'ils devraient quitter l'immeuble. "
n01011004,Elle a aussi été ,accusée, de tentative de meurtre de sa fille de deux ans. 
n01011011,La police a indiqué qu'elle avait tué Andre Price III en lui enfonçant le visage dans un matelas pneumatique situé dans sa salle de séjour avant de tenter de ,faire," la même chose à sa fille, Angel. "
n01011011,La police a indiqué qu'elle avait tué Andre Price III en lui enfonçant le visage dans un matelas pneumatique situé dans sa salle de séjour avant de ,tenter," de faire la même chose à sa fille, Angel. "
n01011011,La police a indiqué qu'elle avait tué Andre Price III en lui enfonçant le visage dans un matelas pneumatique ,situé," dans sa salle de séjour avant de tenter de faire la même chose à sa fille, Angel. "
n01011011,La police a indiqué qu'elle avait tué Andre Price III en lui ,enfonçant," le visage dans un matelas pneumatique situé dans sa salle de séjour avant de tenter de faire la même chose à sa fille, Angel. "
n01011011,La police a indiqué qu'elle avait ,tué," Andre Price III en lui enfonçant le visage dans un matelas pneumatique situé dans sa salle de séjour avant de tenter de faire la même chose à sa fille, Angel. "
n01011011,La police a ,indiqué," qu'elle avait tué Andre Price III en lui enfonçant le visage dans un matelas pneumatique situé dans sa salle de séjour avant de tenter de faire la même chose à sa fille, Angel. "
n01011017,"De toute façon, je vais en prison, j'espère que ça en ",valait, la peine. 
n01011017,"De toute façon, je vais en prison, j'",espère, que ça en valait la peine. 
n01011017,"De toute façon, je ",vais," en prison, j'espère que ça en valait la peine. "
n01012003,"D'abord, l'une des femmes Yazidi commença à ",pleurer,", puis l'une de ses amies. "
n01012003,"D'abord, l'une des femmes Yazidi ",commença," à pleurer, puis l'une de ses amies. "
n01013005,M. Osborne s'est inscrit à une agence de conférenciers après s'être fait ,virer, en juillet. 
n01013005,M. Osborne s'est ,inscrit, à une agence de conférenciers après s'être fait virer en juillet. 
n01014003,Michael Fallon a annoncé que la date de commencement des travaux aiderait à obtenir de nouveaux investissements et à garantir des centaines d'emplois ,qualifiés, jusqu'en 2035. 
n01014003,Michael Fallon a annoncé que la date de commencement des travaux aiderait à obtenir de nouveaux investissements et à ,garantir, des centaines d'emplois qualifiés jusqu'en 2035. 
n01014003,Michael Fallon a annoncé que la date de commencement des travaux aiderait à ,obtenir, de nouveaux investissements et à garantir des centaines d'emplois qualifiés jusqu'en 2035. 
n01014003,Michael Fallon a annoncé que la date de commencement des travaux ,aiderait, à obtenir de nouveaux investissements et à garantir des centaines d'emplois qualifiés jusqu'en 2035. 
n01014003,Michael Fallon a ,annoncé, que la date de commencement des travaux aiderait à obtenir de nouveaux investissements et à garantir des centaines d'emplois qualifiés jusqu'en 2035. 
n01014012,La promesse de nouvelles commandes de la Marine Royale britannique destinées à protéger l'industrie de la construction navale de la Clyde a été ,faite, avant le référendum sur l'indépendance de l'Écosse de 2014. 
n01014012,La promesse de nouvelles commandes de la Marine Royale britannique destinées à ,protéger, l'industrie de la construction navale de la Clyde a été faite avant le référendum sur l'indépendance de l'Écosse de 2014. 
n01014012,La promesse de nouvelles commandes de la Marine Royale britannique ,destinées, à protéger l'industrie de la construction navale de la Clyde a été faite avant le référendum sur l'indépendance de l'Écosse de 2014. 
n01015036,"Et en 2007, au sommet de sa popularité (et peut-être celle de Knightley), c'était l'un des 50 prénoms les plus communs, avec trois fois plus de bébés ",nommés, Keira que Kiera. 
n01016014,"La compagnie sud-coréenne a d'abord pensé que le défaut venait d'une batterie, et avait ",remplacé, son propre matériel par la batterie d'un sous-traitant. 
n01016014,La compagnie sud-coréenne a d'abord pensé que le défaut ,venait," d'une batterie, et avait remplacé son propre matériel par la batterie d'un sous-traitant. "
n01016014,La compagnie sud-coréenne a d'abord ,pensé," que le défaut venait d'une batterie, et avait remplacé son propre matériel par la batterie d'un sous-traitant. "
n01016019,Plusieurs analystes ont suggéré que Huawei est le mieux placé pour ,profiter, du recul de Samsung. 
n01016019,Plusieurs analystes ont suggéré que Huawei est le mieux ,placé, pour profiter du recul de Samsung. 
n01016019,Plusieurs analystes ont ,suggéré, que Huawei est le mieux placé pour profiter du recul de Samsung. 
n01016032,Les téléphones Mate 9 ne ,disposent, pas d'une interface intelligente telles que le Google Assistant ou le Siri de Apple. 
n01017005,Mais un expert des transports a averti que l'accès à Internet en vol était souvent peu fiable et n',influençait, propablement pas les voyageurs lors du choix de la compagnie aérienne. 
n01017005,Mais un expert des transports a ,averti, que l'accès à Internet en vol était souvent peu fiable et n'influençait propablement pas les voyageurs lors du choix de la compagnie aérienne. 
n01017008,Mais il semble que BA and IAG ont trouvé la solution et peuvent ,proposer, quelque chose de vaguement fiable. 
n01017008,Mais il semble que BA and IAG ont trouvé la solution et ,peuvent, proposer quelque chose de vaguement fiable. 
n01017008,Mais il semble que BA and IAG ont ,trouvé, la solution et peuvent proposer quelque chose de vaguement fiable. 
n01017008,Mais il ,semble, que BA and IAG ont trouvé la solution et peuvent proposer quelque chose de vaguement fiable. 
n01017010,La compagnie a indiqué à la BBC que la décision de facturer l'accès aux passagers ,serait, du ressort de chaque compagnie aérienne. 
n01017010,La compagnie a indiqué à la BBC que la décision de ,facturer, l'accès aux passagers serait du ressort de chaque compagnie aérienne. 
n01017010,La compagnie a ,indiqué, à la BBC que la décision de facturer l'accès aux passagers serait du ressort de chaque compagnie aérienne. 
n01017013,La plupart des gens trouveraient le Wifi à l'aéroport plus utile que la possibilité d',envoyer, des mails depuis l'avion. 
n01017013,La plupart des gens ,trouveraient, le Wifi à l'aéroport plus utile que la possibilité d'envoyer des mails depuis l'avion. 
n01018024,C',est, parfois comme un super pouvoir. 
n01018040,Le programme ,gagne, de l'argent grâce au parrainage et à la publicité. 
n01019005,Mais des experts en sécurité ont ,remis, en question le besoin de cette formation ainsi que son objectif. 
n01020004,Auparavant les jets avaient seulement été ,vus, par des bloggeurs. 
n01020017,"Naturellement, la Chine ",présentera," de nombreux autres équipements militaires cette semaine, des hélicoptères de combat jusqu'aux hydravions. "
n01020021,"Et, avec la Chine en voie de devenir le plus grand marché aéronautique dans la prochaine décennie, le salon est une opportunité pour Pékin de ",manifester, ses ambitions dans le domaine de l'aviation civile et militaire. 
n01020021,"Et, avec la Chine en voie de ",devenir," le plus grand marché aéronautique dans la prochaine décennie, le salon est une opportunité pour Pékin de manifester ses ambitions dans le domaine de l'aviation civile et militaire. "
n01021007,"Malheureusement, une fois de plus, une minorité gâche tout pour une majorité, écrit Jesse LaBrocca, fondateur de Hack Forums, dans son message ",justifiant, la fermeture de la section. 
n01021007,"Malheureusement, une fois de plus, une minorité gâche tout pour une majorité, ",écrit," Jesse LaBrocca, fondateur de Hack Forums, dans son message justifiant la fermeture de la section. "
n01021007,"Malheureusement, une fois de plus, une minorité ",gâche," tout pour une majorité, écrit Jesse LaBrocca, fondateur de Hack Forums, dans son message justifiant la fermeture de la section. "
n01021011,Les « événements récents » sont probablement les attaques du 21 octobre qui ont temporairement ,causé," la suppression de sites populaires tels que Reddit, Twitter, Spotify et bien d'autres. "
n01021012,L'analyse a révélé qu'une quantité historique de données a été employée pour ,causer, le bouleversement. 
n01021012,L'analyse a révélé qu'une quantité historique de données a été ,employée, pour causer le bouleversement. 
n01021012,L'analyse a ,révélé, qu'une quantité historique de données a été employée pour causer le bouleversement. 
n01022002,"Une étude des plans nationaux visant à réduire les émissions de carbone, conduite par l'ONU, montre qu'ils sont loin d'avoir les niveaux requis pour ",contenir, l'augmentation des températures sous le seuil de 2° C. 
n01022002,"Une étude des plans nationaux visant à réduire les émissions de carbone, conduite par l'ONU, montre qu'ils sont loin d'",avoir, les niveaux requis pour contenir l'augmentation des températures sous le seuil de 2° C. 
n01022002,"Une étude des plans nationaux visant à réduire les émissions de carbone, conduite par l'ONU, montre qu'ils ",sont, loin d'avoir les niveaux requis pour contenir l'augmentation des températures sous le seuil de 2° C. 
n01022002,"Une étude des plans nationaux visant à réduire les émissions de carbone, conduite par l'ONU, ",montre, qu'ils sont loin d'avoir les niveaux requis pour contenir l'augmentation des températures sous le seuil de 2° C. 
n01022002,"Une étude des plans nationaux visant à réduire les émissions de carbone, ",conduite," par l'ONU, montre qu'ils sont loin d'avoir les niveaux requis pour contenir l'augmentation des températures sous le seuil de 2° C. "
n01022002,Une étude des plans nationaux visant à ,réduire," les émissions de carbone, conduite par l'ONU, montre qu'ils sont loin d'avoir les niveaux requis pour contenir l'augmentation des températures sous le seuil de 2° C. "
n01022002,Une étude des plans nationaux ,visant," à réduire les émissions de carbone, conduite par l'ONU, montre qu'ils sont loin d'avoir les niveaux requis pour contenir l'augmentation des températures sous le seuil de 2° C. "
n01022005,De nombreux scientifiques disent que la technologie d'extraction du carbone de l'air ambiant est maintenant nécessaire pour ,atteindre, les objectifs de Paris. 
n01022005,De nombreux scientifiques ,disent, que la technologie d'extraction du carbone de l'air ambiant est maintenant nécessaire pour atteindre les objectifs de Paris. 
n01022010,"Nous allons dans la bonne direction : l'Accord de Paris va ralentir le changement climatique, l'Amendement récent de Kigali va également réduire les HFC, a ",déclaré," Erik Solheim, le responsable de l'Environnement à l'ONU. "
n01022010,"Nous allons dans la bonne direction : l'Accord de Paris va ralentir le changement climatique, l'Amendement récent de Kigali va également ",réduire," les HFC, a déclaré Erik Solheim, le responsable de l'Environnement à l'ONU. "
n01022010,"Nous allons dans la bonne direction : l'Accord de Paris va ralentir le changement climatique, l'Amendement récent de Kigali ",va," également réduire les HFC, a déclaré Erik Solheim, le responsable de l'Environnement à l'ONU. "
n01022010,Nous allons dans la bonne direction : l'Accord de Paris va ,ralentir," le changement climatique, l'Amendement récent de Kigali va également réduire les HFC, a déclaré Erik Solheim, le responsable de l'Environnement à l'ONU. "
n01022010,Nous allons dans la bonne direction : l'Accord de Paris ,va," ralentir le changement climatique, l'Amendement récent de Kigali va également réduire les HFC, a déclaré Erik Solheim, le responsable de l'Environnement à l'ONU. "
n01022010,Nous ,allons," dans la bonne direction : l'Accord de Paris va ralentir le changement climatique, l'Amendement récent de Kigali va également réduire les HFC, a déclaré Erik Solheim, le responsable de l'Environnement à l'ONU. "
n01022016,Les investissements dans ce secteur avaient ,progressé, de 6% en 2015 à 221 milliards de dollars. 
n01022027,"C'est fantastique qu'ils aient obtenu l'Accord de Paris, mais, en ce moment, leurs contributions ",sont," loin de l'objectif de 1,5 degrés. "
n01022027,C'est fantastique qu'ils aient ,obtenu," l'Accord de Paris, mais, en ce moment, leurs contributions sont loin de l'objectif de 1,5 degrés. "
n01023020,Ca a été ,mis, en œuvre au large de la côte du Mexique d'avril à juin. 
n01023034,Cela va imposer de nouvelles limitations sur la nature des changements environnementaux qui ont frappé la Terre et qui ont ,causé," l'extinction de nombreuses espèces, et pas uniquement des dinosaures. "
n01023034,Cela va imposer de nouvelles limitations sur la nature des changements environnementaux qui ont ,frappé," la Terre et qui ont causé l'extinction de nombreuses espèces, et pas uniquement des dinosaures. "
n01023034,Cela va ,imposer," de nouvelles limitations sur la nature des changements environnementaux qui ont frappé la Terre et qui ont causé l'extinction de nombreuses espèces, et pas uniquement des dinosaures. "
n01023034,Cela ,va," imposer de nouvelles limitations sur la nature des changements environnementaux qui ont frappé la Terre et qui ont causé l'extinction de nombreuses espèces, et pas uniquement des dinosaures. "
n01024010,"Un peu plus de 70% des plantes dont les graines provenaient de la Terre étaient encore vivantes après 17 jours, à peine plus que les plantes ",provenant, de graines de l'espace (un peu plus de 66%). 
n01024010,Un peu plus de 70% des plantes dont les graines ,provenaient," de la Terre étaient encore vivantes après 17 jours, à peine plus que les plantes provenant de graines de l'espace (un peu plus de 66%). "
n01024013,Les résultats de cette expérience étayent le fait que des graines de roquettes peuvent être envoyées et conservées pendant 6 mois dans la Station Spatiale Internationale sans avoir d'effet néfaste sur leur capacité à germer et ,pousser, sur Terre. 
n01024013,Les résultats de cette expérience étayent le fait que des graines de roquettes peuvent être envoyées et conservées pendant 6 mois dans la Station Spatiale Internationale sans avoir d'effet néfaste sur leur capacité à ,germer, et pousser sur Terre. 
n01024013,Les résultats de cette expérience étayent le fait que des graines de roquettes peuvent être envoyées et conservées pendant 6 mois dans la Station Spatiale Internationale sans ,avoir, d'effet néfaste sur leur capacité à germer et pousser sur Terre. 
n01024013,Les résultats de cette expérience étayent le fait que des graines de roquettes peuvent être envoyées et ,conservées, pendant 6 mois dans la Station Spatiale Internationale sans avoir d'effet néfaste sur leur capacité à germer et pousser sur Terre. 
n01024013,Les résultats de cette expérience étayent le fait que des graines de roquettes peuvent être ,envoyées, et conservées pendant 6 mois dans la Station Spatiale Internationale sans avoir d'effet néfaste sur leur capacité à germer et pousser sur Terre. 
n01024013,Les résultats de cette expérience étayent le fait que des graines de roquettes ,peuvent, être envoyées et conservées pendant 6 mois dans la Station Spatiale Internationale sans avoir d'effet néfaste sur leur capacité à germer et pousser sur Terre. 
n01024013,Les résultats de cette expérience ,étayent, le fait que des graines de roquettes peuvent être envoyées et conservées pendant 6 mois dans la Station Spatiale Internationale sans avoir d'effet néfaste sur leur capacité à germer et pousser sur Terre. 
n01024016,Le RHS a compilé les commentaires des instituteurs et des écoliers ayant ,prit, part à l'expérience. 
n01024016,Le RHS a ,compilé, les commentaires des instituteurs et des écoliers ayant prit part à l'expérience. 
n01025025,Elle explique qu'il existe toujours un effet « beurk » à l'idée d'acheter et de ,porter, des morceaux du corps d'une autre personne. 
n01025025,Elle explique qu'il existe toujours un effet « beurk » à l'idée d',acheter, et de porter des morceaux du corps d'une autre personne. 
n01025025,Elle explique qu'il ,existe, toujours un effet « beurk » à l'idée d'acheter et de porter des morceaux du corps d'une autre personne. 
n01025025,Elle ,explique, qu'il existe toujours un effet « beurk » à l'idée d'acheter et de porter des morceaux du corps d'une autre personne. 
n01025040,"En Chine, les cheveux sont généralement placés dans un bain chimique afin de complètement retirer la cuticule, ",explique, Tarlo. 
n01025040,"En Chine, les cheveux sont généralement placés dans un bain chimique afin de complètement ",retirer," la cuticule, explique Tarlo. "
n01025040,"En Chine, les cheveux sont généralement ",placés," dans un bain chimique afin de complètement retirer la cuticule, explique Tarlo. "
n01025045,"A travers l'histoire, le marché international du cheveu a toujours eu une connotation politique, ",déclare, Tarlo. 
n01025045,"A travers l'histoire, le marché international du cheveu a toujours ",eu," une connotation politique, déclare Tarlo. "
n01026004,"Ce soir, nous allons punir les conducteurs qui utilisent les feux de route, ",indique, le message. 
n01026004,"Ce soir, nous allons punir les conducteurs qui ",utilisent," les feux de route, indique le message. "
n01026004,"Ce soir, nous allons ",punir," les conducteurs qui utilisent les feux de route, indique le message. "
n01026004,"Ce soir, nous ",allons," punir les conducteurs qui utilisent les feux de route, indique le message. "
n01026016,La police routière de Shenzhen a ,opté, pour des pénalités inhabituelles dans le passé. 
n01027030,"La majorité du débat, étant cette année du côté des démocrates, a été ",centrée, sur l'identité masculine et blanche. 
n01027030,"La majorité du débat, ",étant," cette année du côté des démocrates, a été centrée sur l'identité masculine et blanche. "
n01027041,"Je lui ai demandé, après coup, si elle comprenait pourquoi les gens pourraient ",voter, pour Trump. 
n01027041,"Je lui ai demandé, après coup, si elle comprenait pourquoi les gens ",pourraient, voter pour Trump. 
n01027041,"Je lui ai demandé, après coup, si elle ",comprenait, pourquoi les gens pourraient voter pour Trump. 
n01027041,Je lui ai ,demandé,", après coup, si elle comprenait pourquoi les gens pourraient voter pour Trump. "
n01027049,Tout le monde ne peut pas s',élever, au dessus de ça. 
n01027049,Tout le monde ne ,peut, pas s'élever au dessus de ça. 
n01028022,"Heureusement, quelqu'un chez Sony en Australie a dit: « Tiens, à propos, vous avez vu ca ? » ",dit, Pall. 
n01028022,"Heureusement, quelqu'un chez Sony en Australie a dit: « Tiens, à propos, vous avez ",vu, ca ? » dit Pall. 
n01028022,"Heureusement, quelqu'un chez Sony en Australie a dit: « ",Tiens,", à propos, vous avez vu ca ? » dit Pall. "
n01028022,"Heureusement, quelqu'un chez Sony en Australie a ",dit,": « Tiens, à propos, vous avez vu ca ? » dit Pall. "
n01029006,"Seagal a fait les gros titres quand il a décrit l'intervention de la Russie en Crimée, qu'elle a ",annexé," en 2014, comme « très raisonnable ». "
n01029006,Seagal a fait les gros titres quand il a ,décrit," l'intervention de la Russie en Crimée, qu'elle a annexé en 2014, comme « très raisonnable ». "
n01029006,Seagal a ,fait," les gros titres quand il a décrit l'intervention de la Russie en Crimée, qu'elle a annexé en 2014, comme « très raisonnable ». "
n01029007,"Guitariste passionné, il a ",participé, à un concert la même année. 
n01029007,Guitariste ,passionné,", il a participé à un concert la même année. "
n01029011,"Seagal, dont la grand-mère était de Vladivostok, à l'extrême Est de la Russie, a fait de fréquents voyages en Russie dans les dernières années et a ",visité, Kamchatka et Sakhalin en septembre. 
n01029011,"Seagal, dont la grand-mère était de Vladivostok, à l'extrême Est de la Russie, a ",fait, de fréquents voyages en Russie dans les dernières années et a visité Kamchatka et Sakhalin en septembre. 
n01029011,"Seagal, dont la grand-mère ",était," de Vladivostok, à l'extrême Est de la Russie, a fait de fréquents voyages en Russie dans les dernières années et a visité Kamchatka et Sakhalin en septembre. "
n01029014,"Plus tôt dans l'année, Seagal a obtenu la nationalité serbe après avoir proposé d'",ouvrir, une école d'arts martiaux dans la capitale Belgrade. 
n01029014,"Plus tôt dans l'année, Seagal a obtenu la nationalité serbe après avoir ",proposé, d'ouvrir une école d'arts martiaux dans la capitale Belgrade. 
n01029014,"Plus tôt dans l'année, Seagal a ",obtenu, la nationalité serbe après avoir proposé d'ouvrir une école d'arts martiaux dans la capitale Belgrade. 
n01030005,"Un porte-parole de la police a indiqué à l'Associated Press qu'une « altercation » avait eu lieu après un « échange verbal », mais qu'aucun blessé n'avait été ",signalé,. 
n01030005,Un porte-parole de la police a indiqué à l'Associated Press qu'une « altercation » avait ,eu," lieu après un « échange verbal », mais qu'aucun blessé n'avait été signalé. "
n01030005,Un porte-parole de la police a ,indiqué," à l'Associated Press qu'une « altercation » avait eu lieu après un « échange verbal », mais qu'aucun blessé n'avait été signalé. "
n01030006,"D'après les rapports, Cuaron, dont le dernier film Gravity a reçu un Oscar, n'",était, pas sur le plateau de tournage au moment de l'incident. 
n01030006,"D'après les rapports, Cuaron, dont le dernier film Gravity a ",reçu," un Oscar, n'était pas sur le plateau de tournage au moment de l'incident. "
n01030008,"D'après la police municipale, un incendie s'est déclaré après l'arrivée « d'un groupe important… se ",présentant, comme les autorités locales » sur le plateau de tournage mardi. 
n01030008,"D'après la police municipale, un incendie s'est ",déclaré, après l'arrivée « d'un groupe important… se présentant comme les autorités locales » sur le plateau de tournage mardi. 
n01031005,Des chercheurs ,étudient, le potentiel des contraceptions hormonales masculines depuis environ 20 ans. 
n01031021,Il ,ajouta, : « Ceci est un pas vers la découverte de la bonne combinaison d'une contraception hormonale masculine. » 
n01032032,"Néanmoins, de nombreux membres de l'assemblée législative, dont les croyances religieuses sont fortes, sont ",opposés, à de nouvelles lois. 
n01033005,Des chercheurs affirment que l'analyse ADN de tumeurs pourrait aider à ,comprendre, les causes sous-jacentes d'autres cancers. 
n01033005,Des chercheurs affirment que l'analyse ADN de tumeurs pourrait ,aider, à comprendre les causes sous-jacentes d'autres cancers. 
n01033005,Des chercheurs affirment que l'analyse ADN de tumeurs ,pourrait, aider à comprendre les causes sous-jacentes d'autres cancers. 
n01033005,Des chercheurs ,affirment, que l'analyse ADN de tumeurs pourrait aider à comprendre les causes sous-jacentes d'autres cancers. 
n01033012,L'analyse ,démontre, un lien direct entre le nombre total de cigarettes fumées et le nombre de mutations de l'ADN dans les tumeurs. 
n01033021,"Néanmoins, ils n'ont pas pu trouver le même schéma dans des tissus qui ne sont pas directement ",exposés,", comme la vessie. "
n01033021,"Néanmoins, ils n'ont pas pu ",trouver," le même schéma dans des tissus qui ne sont pas directement exposés, comme la vessie. "
n01033021,"Néanmoins, ils n'ont pas ",pu," trouver le même schéma dans des tissus qui ne sont pas directement exposés, comme la vessie. "
n01033028,Mme Pugh a été ,traitée, dans les hôpitaux de Papworth et Addenbrooke dans le Cambridgeshire. 
n01033031,"Mais un scanner a montré que la tumeur dans le poumon droit de Mme Pugh grossit, et elle a dû ",quitter, l'essai. 
n01033031,"Mais un scanner a montré que la tumeur dans le poumon droit de Mme Pugh grossit, et elle a ",dû, quitter l'essai. 
n01033031,Mais un scanner a montré que la tumeur dans le poumon droit de Mme Pugh ,grossit,", et elle a dû quitter l'essai. "
n01033031,Mais un scanner a ,montré," que la tumeur dans le poumon droit de Mme Pugh grossit, et elle a dû quitter l'essai. "
